path	type	bytes	sha256	link_target	component	port_status	linux_6_6_replacement	build_policy	notes
include/dal/esw/dal_esw_vlan.h	file	57300	516a92a8a20c33480acb3462fdcc8f365ff5ddc1b99e7b516b5bcd2c0ccde22a		RTL8328 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; do not claim operational RTL8328 datapath support.
include/dal/maple/dal_maple_acl.h	file	50273	afa886535f99497dbb30e3938c842533348f3e409ad8407dfffb140e274f4456		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_diag.h	file	4486	acdd5253a6c74303903ab58a3f11bec25724a1392153cba7834698216261727b		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_eee.h	file	4343	f8298b72518b11c199262dcb9babdba52f74e29f9a755f21f670b7250906fc56		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_flowctrl.h	file	32293	21a5c8ea79144492fd6823ca36535ebc89b807c2767b406c4b261c5a78842fee		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_l2.h	file	96726	55a0a853fca0e35231aeab807da202169d50387af628f077fc2eed4dd80e2011		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_l3.h	file	2175	3b48eddd81fb42bd7d48d43d16f54dc5e49d6d7ff334e18cde5c5047d984a70e		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_led.h	file	7965	770b9b5231d7e80dd8e3bbe3db3401a2a25cc5e3de00f57200cb0e638b3f1b3a		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_mapper.h	file	1260	dfd9d72b4eeac02f87094d7784490f5900200c07fcd65ce4fc7c9f174e74d900		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_mirror.h	file	8633	0a83708ea4a117f4038f0d2667ab8f39d906db198de666f98fed1605904af683		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_port.h	file	44582	781733cad28ffb06e10fea5912efa169569b3a94aef4b521e3a3801f9ee7bfd0		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_qos.h	file	52991	350e913ff50f7e1b8f47f0cbf8c92b2df83800479b3ce271ce485c9a6d21d402		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_rate.h	file	40767	7835472c9d28ba277920c52e0bfe80febaa00398dd618fac049acfc498035e83		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_sec.h	file	10808	351547bc942f233331e6d2c1fba893ce185108c12a5b8b6386a7a652b012d529		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_stat.h	file	7562	5df6fae2910ae036c83451cda7d5fa38fca9f0f901c442b009ad6fe2824c79ea		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_stp.h	file	6398	3b59e1a9d41044993334190af9162eb34167c2c8cb169140986e14f352d0e0ed		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_switch.h	file	16332	2b623608939ef21e14a408512197871908a9debe5b21fd9889ffafac6dfb89c7		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_time.h	file	18608	0d71ce280b837e5e492e25ba077ca13427c6bfe9358476359be67d9106c51ef4		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_trap.h	file	34172	3d3cfade60a711e1cfa67438d731946962d1aee135ba7733a39a561de0dada58		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_trunk.h	file	8582	4b27d9c630933be413fad699198c242969459ccbeaa59a7fb6e95a8f6d724937		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/maple/dal_maple_vlan.h	file	66433	affe25a5fe2e3b794a0a459c407de2576fffdf4492e5a6952e997cde3b78966d		data abstraction layer	legacy-control-api-retained	DSA, switchdev, bridge, tc, ethtool and devlink semantics	not-built	The proprietary DAL ABI is not a Linux hardware-driver ABI and is intentionally not loaded in-kernel.
include/dal/ssw/dal_ssw_diag.h	file	6469	046e68266444e77d02e46638e0c84ba43070815954da7d3d3ea1e2c5e1a657b2		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_dot1x.h	file	15234	f011694b798ad9c550adc0f76e00259db3a4d670f5c7a20cb2c2df64470623c6		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_eee.h	file	2678	dbe712603044e40d95ca6fb332499421404ce65e90074a0367d5dbb24ad9e093		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_filter.h	file	43641	d2b011c92d30ca1afac73a58c1a77736b9ebea620d65d91912da941305a7c373		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_flowctrl.h	file	11824	3a99034e54d3e60ea42a9bc37e0d25dcbe25d19b9d65f18e0e86ba6a1570d395		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_l2.h	file	42091	159918cc77ada9e2cbe659d8e27b2c4e3ace857ba2adc05f4bb403b1bc1ef30a		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_led.h	file	3647	00d577314204507fc6748c810acdbe8015639cd6b59c7ad92d88cd25ec35c40a		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_mapper.h	file	1233	05f915e3768c7cbe87ad3039819d78e2e95c58b1b9496d8d55b2a43ff9d29fa4		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_mirror.h	file	5874	e00045e022f39ab095dd176edb48e509a8827356e13e13b5cfb956017e5b7263		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_port.h	file	30073	7762375801206ae53d38f23bf9b1bb38c573b7009167a465eb8daacbb925abae		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_qos.h	file	21337	13b2e61fcba7ba524f93254985ffb08eb201f31cfb2ad4a9edf50d78b4d2aca3		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_rate.h	file	12502	eb4c2fb4f88ece1615c2b77466290b9f847ce13128af8dbcd65e1d78b823debd		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_stat.h	file	5532	52dff683dcfbe28e1b903477652a20ed60eeb6008a7849837bfc2b4861a49437		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_stp.h	file	5441	fbfb041292641a85f8d9a8f7971f69672b536248544f4e84dd2d4bef3c6c77f6		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_svlan.h	file	11788	cd4b0c326fe248e4269e8bc88cf6aab3aa59a5bcc57d05b606b5803c092221b7		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_switch.h	file	5012	f3dae699205b735c712f42aa46fe166b050b46102336b2c0cd12eabca293c2d0		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_time.h	file	6489	86524ad4a099f1b1f031d29f9e41b75ff4250c690ebb9ab95e5d4b7cfa264b0d		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_trap.h	file	16148	92a3a80fd325ca4107cc8f0780ff8e9683af6d36e3db0dae6653b6d4010ccde9		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_trunk.h	file	9266	d898e9aefadefb0a5f44126924ff86be8b1754a1b80e5e8ad0baae51a0d55f05		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/dal/ssw/dal_ssw_vlan.h	file	21590	7d1686c2b2f073e6e4fbbcc96df2349e0fa10c99a15136b88bf643cf77f1d7b1		RTL8389 switch/NIC/BSP	legacy-chip-gap-retained	No verified native Linux 6.6 DSA/Ethernet implementation	not-built	Source retained for register-level reference; RTL8389 family constants alone are not a functional driver.
include/hal/chipdef/allmem.h	file	4278	ba347ce26f6bd88dcceba7f15f021e45ff2e91108de89cc997c998028bca0d80		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
include/hal/chipdef/allreg.h	file	2933	900803dcdb9a77da92249bc592cb4c53218f3ea94972c714d398963eb0b8464e		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
include/hal/chipdef/chip.h	file	13431	4d85a396bbb4e7c067e6874851e14b74ba1a87f691d6841428adcd2e9ce5f667		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
include/hal/chipdef/cypress/rtk_cypress_regField_list.h	file	67752	f46a0c7cba0237147c252854eed7cf95f2d727b74537dadaa73d66305ddc101a		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
include/hal/chipdef/cypress/rtk_cypress_reg_struct.h	file	334322	f0df9f54835c62fb1732bd40f4346647de04b7ed181cbea76a0d9cf277bc525f		hardware abstraction/register tables	native-semantic-replacement	rtl83xx DSA/Ethernet/PHY register operations and regmap/MDIO	not-built	Register descriptions are retained for auditing; native drivers own hardware access.
